COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,LEAVE
one,25137,0,0,153766,154,1,12,sat,very_high,actively_looking_into_it,STAY
one,119768,224,9,990030,628,20,5,unsat,little,considering,LEAVE
zero,61700,65,0,234032,303,5,10,very_sat,very_little,perhaps,STAY
zero,62534,0,37,814147,264,1,1,very_unsat,little,no,STAY
one,102967,33,0,493138,645,5,13,unsat,little,considering,STAY
one,81391,0,23,260988,334,0,4,very_unsat,little,considering,STAY
one,66878,0,49,159161,376,1,1,very_unsat,very_little,no,STAY
one,50939,76,13,587207,336,3,5,avg,little,considering,STAY
one,36939,212,6,685586,155,12,4,avg,little,considering,STAY
zero,74551,0,19,317455,346,0,6,very_sat,little,considering,STAY
zero,76597,143,5,785672,362,26,5,very_unsat,very_little,considering,STAY
zero,42744,0,81,222018,229,19,2,very_unsat,high,considering,LEAVE
zero,32285,0,6,208155,238,0,9,very_sat,very_high,no,STAY
zero,74602,0,22,239993,327,0,5,unsat,very_little,actively_looking_into_it,STAY
one,141185,46,0,268160,697,4,12,sat,high,actively_looking_into_it,STAY
zero,131085,145,0,627963,790,15,9,very_sat,little,considering,LEAVE
one,77012,58,78,496947,364,5,2,very_sat,very_high,actively_looking_into_it,STAY
zero,120171,78,15,741416,549,3,4,very_unsat,little,no,STAY
zero,120190,64,0,167294,632,4,14,very_sat,little,actively_looking_into_it,STAY
one,133827,89,12,165026,887,3,4,very_sat,very_high,no,STAY
one,57191,67,0,935823,376,3,13,very_sat,little,no,STAY
zero,137729,56,46,181331,693,3,1,unsat,little,no,STAY
one,62344,0,10,727685,269,0,4,very_unsat,high,considering,STAY
one,123527,0,43,505311,465,0,2,very_unsat,very_high,considering,STAY
one,87269,0,0,244719,349,1,9,sat,little,no,STAY
zero,33050,62,0,826103,148,4,15,very_unsat,little,considering,STAY
one,153743,0,0,264352,610,5,12,unsat,little,actively_looking_into_it,STAY
one,78353,0,89,777993,340,0,1,very_unsat,little,considering,STAY
zero,46162,187,10,273195,347,19,4,avg,little,actively_looking_into_it,LEAVE
zero,69034,50,17,473009,272,5,6,very_unsat,very_high,never_thought,STAY
one,82661,63,7,391169,255,4,4,very_sat,very_high,actively_looking_into_it,LEAVE
zero,108244,0,0,394011,678,10,13,very_sat,high,considering,LEAVE
one,86226,40,32,728308,259,3,2,very_sat,little,never_thought,STAY
zero,35578,286,66,452277,232,28,2,very_unsat,little,actively_looking_into_it,LEAVE
zero,32675,0,12,916741,229,1,4,avg,little,no,STAY
zero,41998,0,0,151917,689,1,13,very_unsat,very_high,no,STAY
zero,159006,74,22,586882,882,3,5,very_sat,high,actively_looking_into_it,STAY
zero,106716,75,7,681472,723,3,5,unsat,little,considering,STAY
one,155291,0,67,411998,176,1,2,very_sat,very_little,considering,LEAVE
one,99173,160,42,190561,313,14,1,sat,little,actively_looking_into_it,LEAVE
zero,33949,75,0,794093,150,4,9,avg,very_little,actively_looking_into_it,STAY
zero,96013,188,44,935998,370,29,2,sat,very_high,no,STAY
zero,69428,239,82,155417,391,0,2,very_unsat,high,never_thought,STAY
one,28319,63,28,746749,167,5,1,sat,little,no,STAY
zero,68955,58,37,757975,270,4,1,very_sat,little,considering,STAY
zero,23029,0,45,578981,194,0,2,very_sat,avg,never_thought,STAY
one,21282,0,35,848837,223,1,2,very_unsat,little,considering,STAY
zero,126997,0,41,998499,875,1,1,very_unsat,little,considering,STAY
one,49573,217,19,367866,188,23,6,very_sat,little,never_thought,STAY
one,93003,0,0,470017,378,5,13,very_sat,little,no,STAY
zero,85544,149,0,383739,252,11,15,very_sat,high,considering,STAY
zero,29674,52,46,874296,189,3,1,unsat,little,considering,STAY
one,149574,0,7,379942,514,1,4,very_unsat,very_high,perhaps,STAY
one,136525,0,11,260579,813,1,6,very_sat,high,no,STAY
zero,109889,62,48,183227,856,4,4,very_unsat,little,no,STAY
one,33713,0,0,756067,242,0,12,unsat,little,no,STAY
zero,30473,0,24,907702,245,1,4,unsat,avg,considering,STAY
one,62923,65,0,659023,289,5,4,unsat,very_little,no,STAY
one,22789,189,8,936346,137,20,5,very_sat,little,actively_looking_into_it,STAY
zero,75342,0,0,897371,361,0,11,avg,very_high,actively_looking_into_it,STAY
zero,65054,0,0,221016,381,0,1,sat,very_little,no,STAY
one,88400,49,83,650353,645,5,1,avg,very_high,no,STAY
zero,74745,0,39,872711,265,21,2,sat,very_high,considering,STAY
one,27950,68,74,246778,239,4,2,very_unsat,very_little,actively_looking_into_it,STAY
zero,40031,36,11,606180,245,5,1,very_sat,very_little,actively_looking_into_it,STAY
one,124797,0,19,359534,210,1,6,sat,very_high,actively_looking_into_it,STAY
one,27853,0,15,361969,171,1,6,very_unsat,very_high,never_thought,STAY
zero,107604,0,0,189452,731,1,15,sat,little,considering,LEAVE
zero,102926,0,9,197486,504,0,4,very_unsat,little,no,STAY
one,141258,0,10,329488,571,1,4,very_sat,very_high,never_thought,STAY
zero,144717,221,0,629720,497,26,14,avg,very_high,perhaps,STAY
zero,70437,60,9,624137,276,4,5,very_unsat,little,actively_looking_into_it,STAY
zero,79231,0,16,197305,279,1,2,very_sat,very_high,considering,STAY
one,79880,0,13,991680,307,0,4,very_sat,little,considering,STAY
one,92639,219,39,905010,354,5,2,very_unsat,little,considering,LEAVE
zero,124823,56,13,554243,614,5,6,very_sat,little,no,STAY
zero,150309,225,0,165357,491,27,13,very_unsat,very_high,never_thought,LEAVE
zero,33845,160,9,163967,318,17,5,very_sat,very_high,never_thought,STAY
one,49046,74,37,619694,221,3,2,avg,very_high,no,STAY
one,143195,62,0,174063,660,5,10,very_unsat,very_little,no,STAY
one,30171,0,5,579241,472,1,5,very_sat,little,no,STAY
one,85757,0,51,777179,251,1,2,very_unsat,little,actively_looking_into_it,STAY
zero,61078,195,0,268875,359,21,15,very_unsat,little,considering,STAY
zero,70087,68,42,636935,361,4,1,unsat,very_high,considering,STAY
zero,38171,0,7,274218,190,0,5,very_sat,little,actively_looking_into_it,STAY
one,71037,0,89,957771,338,1,1,very_unsat,high,actively_looking_into_it,STAY
one,61577,175,0,353816,359,16,2,very_unsat,very_little,actively_looking_into_it,LEAVE
one,39029,0,26,877411,145,0,2,very_unsat,very_little,considering,STAY
one,55000,87,0,764024,328,3,8,unsat,little,no,STAY
one,77593,69,12,245109,181,3,6,very_sat,little,no,STAY
zero,66125,37,0,856850,335,4,14,unsat,high,considering,STAY
one,96636,40,10,318748,367,3,11,unsat,very_high,considering,STAY
one,20465,0,10,207015,191,0,6,very_unsat,little,actively_looking_into_it,STAY
one,22255,0,0,235532,302,1,15,unsat,very_little,actively_looking_into_it,STAY
zero,52263,0,0,327165,299,4,10,very_sat,very_high,never_thought,STAY
zero,60557,0,17,416684,289,1,5,very_sat,very_high,considering,STAY
zero,62021,0,25,224238,257,0,2,very_unsat,little,considering,LEAVE
one,145731,0,71,842021,498,1,1,unsat,very_little,actively_looking_into_it,STAY
one,78601,0,0,154934,346,27,11,avg,very_high,actively_looking_into_it,STAY
one,28543,47,27,215171,249,3,1,very_sat,very_high,actively_looking_into_it,STAY
one,37468,45,0,687743,145,4,14,unsat,high,considering,STAY
one,141303,60,67,400794,748,4,1,very_unsat,little,actively_looking_into_it,STAY
one,103733,256,11,899271,801,19,4,avg,little,considering,LEAVE
zero,33293,0,31,265597,170,0,2,unsat,very_high,actively_looking_into_it,LEAVE
zero,25425,65,54,824859,179,5,1,very_unsat,very_little,considering,STAY
one,77732,52,0,644901,226,3,12,very_sat,high,considering,STAY
one,129259,0,0,181285,567,1,15,very_unsat,little,considering,LEAVE
one,108530,0,68,547331,862,0,1,very_unsat,little,considering,STAY
zero,98639,66,0,854953,342,4,9,very_unsat,very_little,considering,STAY
one,35955,0,0,251206,150,1,4,very_unsat,very_high,considering,STAY
zero,113259,0,22,285563,884,1,5,very_sat,high,actively_looking_into_it,STAY
zero,27483,70,39,974274,707,3,2,very_unsat,little,considering,STAY
zero,145581,63,12,400398,696,3,5,very_sat,very_little,no,STAY
one,117607,49,0,454724,493,3,12,very_sat,little,no,LEAVE
one,49325,0,21,311070,169,0,11,unsat,very_little,considering,STAY
zero,143987,0,56,896544,778,5,1,very_unsat,high,actively_looking_into_it,STAY
one,31394,58,0,252140,204,5,2,very_unsat,little,considering,LEAVE
one,41596,62,5,691197,196,3,6,very_sat,very_little,considering,STAY
zero,60726,52,0,341828,371,5,12,very_sat,avg,considering,STAY
zero,83812,190,19,735339,284,22,6,very_unsat,very_high,considering,LEAVE
one,39081,68,48,950373,147,4,1,very_unsat,avg,considering,STAY
zero,96759,166,22,479246,365,14,1,very_unsat,little,actively_looking_into_it,STAY
one,90861,57,5,667252,289,5,5,unsat,very_little,actively_looking_into_it,STAY
one,32467,0,56,691681,242,0,2,unsat,very_high,never_thought,STAY
one,138571,78,0,622205,837,5,8,very_sat,avg,considering,LEAVE
one,32615,65,0,240199,216,5,14,very_sat,high,considering,STAY
one,61425,0,7,197530,287,0,4,very_unsat,little,considering,STAY
zero,94342,0,10,983435,312,0,1,very_unsat,little,considering,STAY
one,61308,210,5,764766,377,16,6,unsat,very_little,never_thought,STAY
zero,22946,0,10,556089,151,0,5,very_sat,very_high,perhaps,STAY
zero,50630,66,37,920589,308,0,1,very_unsat,very_high,actively_looking_into_it,STAY
one,139546,0,0,731704,633,0,9,very_unsat,little,perhaps,STAY
zero,109515,0,22,317994,348,0,6,very_unsat,little,considering,STAY
zero,83753,0,0,923283,252,1,8,very_sat,very_high,considering,STAY
one,28798,242,0,691497,640,1,15,very_unsat,very_high,actively_looking_into_it,STAY
one,44734,0,58,809949,200,1,13,sat,little,actively_looking_into_it,LEAVE
one,124715,59,53,184291,571,3,2,very_unsat,little,actively_looking_into_it,STAY
zero,33252,52,0,278034,665,3,11,very_unsat,little,no,STAY
one,79224,51,21,599092,893,4,5,very_unsat,little,no,STAY
zero,113888,0,9,874362,533,0,4,very_unsat,little,actively_looking_into_it,STAY
one,82978,220,83,605777,382,17,2,very_sat,very_little,considering,STAY
one,39374,0,81,402812,135,1,1,very_unsat,little,considering,LEAVE
zero,45239,209,37,967009,249,12,1,avg,little,considering,STAY
zero,91723,0,0,403182,308,11,12,very_sat,high,considering,STAY
one,97112,193,10,922451,327,21,5,very_unsat,little,actively_looking_into_it,LEAVE
zero,28794,166,75,551787,179,12,2,very_unsat,very_high,considering,LEAVE
zero,159237,0,23,714152,493,1,4,very_unsat,little,actively_looking_into_it,STAY
one,47130,0,44,249702,173,0,1,very_sat,very_little,no,STAY
zero,33981,57,10,869927,132,5,5,sat,little,never_thought,STAY
zero,27519,37,21,426025,209,4,4,very_sat,little,considering,STAY
zero,98211,0,78,827058,263,0,1,very_unsat,little,no,STAY
zero,129633,50,74,566489,450,3,2,very_unsat,little,never_thought,LEAVE
zero,114129,224,62,374836,538,22,1,unsat,little,considering,STAY
zero,127792,0,54,827667,584,0,2,avg,little,no,STAY
one,83518,0,0,955038,375,1,9,unsat,little,actively_looking_into_it,STAY
one,33475,68,0,242719,178,3,9,very_unsat,little,actively_looking_into_it,STAY
zero,155867,64,73,172452,745,5,2,very_sat,very_high,considering,STAY
zero,23994,191,17,242212,236,10,5,sat,high,never_thought,STAY
zero,152332,0,10,756687,615,27,2,very_unsat,very_little,actively_looking_into_it,STAY
one,41442,44,43,822702,270,5,2,very_unsat,little,considering,STAY
one,37852,0,74,264893,857,0,2,very_unsat,very_little,considering,LEAVE
one,68651,72,58,771855,336,3,1,very_sat,little,no,STAY
zero,119402,0,0,480766,608,1,11,very_unsat,very_little,actively_looking_into_it,LEAVE
one,37231,241,15,256779,174,16,5,sat,very_little,actively_looking_into_it,LEAVE
zero,129618,79,67,919482,856,4,1,very_unsat,very_high,considering,LEAVE
one,65963,250,19,340383,339,14,4,sat,very_little,no,LEAVE
zero,30667,0,56,349499,222,0,2,avg,little,no,STAY
zero,53880,214,34,803322,374,5,1,very_unsat,avg,never_thought,STAY
zero,116841,0,17,452062,667,1,5,very_unsat,very_high,considering,STAY
one,113576,156,0,862641,783,14,8,very_unsat,very_high,actively_looking_into_it,LEAVE
one,20736,0,58,640040,246,0,13,very_sat,high,never_thought,LEAVE
zero,91690,59,0,173706,291,4,14,avg,avg,actively_looking_into_it,STAY
one,37993,71,21,269719,248,4,6,avg,very_little,actively_looking_into_it,STAY
one,81742,0,15,574112,315,0,5,very_sat,high,considering,STAY
one,26972,0,0,826124,140,0,6,very_unsat,very_little,no,LEAVE
one,142287,84,0,260663,784,5,9,sat,little,actively_looking_into_it,STAY
zero,46765,199,66,803070,175,29,1,avg,little,never_thought,STAY
one,89560,51,0,616579,384,4,15,unsat,very_little,considering,STAY
zero,86325,0,0,277245,337,0,14,very_unsat,very_high,considering,STAY
one,127468,0,0,301291,625,0,10,unsat,little,actively_looking_into_it,LEAVE
zero,102848,198,0,309201,764,27,11,avg,little,perhaps,STAY
zero,40518,74,64,981092,211,5,1,very_unsat,little,considering,STAY
one,72796,42,10,700468,398,4,6,avg,little,no,STAY
zero,21695,66,81,867608,196,3,2,very_sat,very_high,considering,STAY
zero,152686,189,31,510369,738,17,1,very_sat,very_little,considering,LEAVE
zero,155554,0,16,547855,843,0,6,very_unsat,very_high,never_thought,STAY
one,130901,0,19,457360,465,1,5,very_sat,little,considering,STAY
one,31561,0,18,701951,191,1,4,unsat,very_high,considering,STAY
zero,48832,0,0,254160,180,1,9,unsat,very_little,no,LEAVE
one,38771,0,0,275870,248,1,15,very_unsat,high,considering,STAY
one,23980,0,0,884030,214,0,10,very_sat,little,considering,STAY
zero,44000,51,49,468913,158,3,1,very_unsat,little,never_thought,LEAVE
zero,38540,214,60,758669,228,17,1,sat,very_high,actively_looking_into_it,STAY
zero,39176,49,0,207307,234,4,11,very_unsat,little,considering,STAY
zero,37993,196,0,646626,222,10,12,very_sat,very_high,considering,STAY
zero,130320,74,0,235619,860,0,11,very_sat,little,considering,STAY
zero,129774,0,0,473615,291,0,14,very_sat,avg,considering,STAY
one,132555,265,39,186626,432,28,1,very_unsat,little,actively_looking_into_it,LEAVE
one,121730,227,0,279990,732,17,15,very_sat,very_high,perhaps,STAY
one,25203,45,59,576847,168,0,2,very_unsat,very_high,actively_looking_into_it,LEAVE
one,45452,74,66,231219,215,3,1,very_sat,high,considering,STAY
zero,45020,57,0,352991,140,4,13,very_unsat,high,never_thought,STAY
one,68369,66,79,223824,385,5,2,very_unsat,little,considering,STAY
one,74703,47,0,217600,595,3,13,very_sat,little,never_thought,STAY
zero,62490,149,0,447404,351,22,8,very_sat,little,considering,LEAVE
one,31313,202,0,486774,380,10,8,very_unsat,avg,considering,STAY
zero,28164,0,0,460245,240,0,1,sat,very_little,actively_looking_into_it,STAY
zero,46903,214,0,953224,146,23,10,unsat,very_high,considering,STAY
one,75936,186,0,875136,832,24,8,very_unsat,very_little,considering,STAY
one,91139,75,66,581934,296,3,2,very_sat,very_little,considering,STAY
one,154470,68,0,348440,739,3,9,very_sat,very_little,actively_looking_into_it,LEAVE
zero,22782,210,17,697956,228,12,4,very_unsat,very_little,never_thought,STAY
zero,143872,55,9,541030,549,5,5,very_unsat,very_high,actively_looking_into_it,LEAVE
one,78236,0,19,598880,338,1,6,unsat,little,no,LEAVE
zero,75968,206,0,371242,355,16,13,very_sat,little,never_thought,LEAVE
one,79620,0,52,325312,267,1,1,very_sat,very_high,actively_looking_into_it,STAY
zero,105600,57,21,715193,512,3,6,very_unsat,very_high,actively_looking_into_it,STAY
zero,51244,0,45,175737,384,0,2,very_unsat,little,actively_looking_into_it,STAY
zero,131154,0,0,691019,815,0,10,unsat,very_high,considering,LEAVE
zero,117793,58,7,425806,457,0,4,very_sat,high,never_thought,STAY
one,136119,0,0,801344,727,1,6,unsat,very_high,no,LEAVE
zero,52110,43,19,299977,271,3,5,avg,little,no,LEAVE
zero,56568,183,13,244920,305,10,6,very_unsat,very_high,actively_looking_into_it,STAY
one,37857,0,0,854489,234,0,14,unsat,little,considering,LEAVE
one,133224,0,45,757906,639,1,2,avg,very_high,considering,STAY
zero,158703,0,12,764231,612,20,5,very_unsat,little,considering,STAY
one,54629,48,6,205172,349,4,6,very_unsat,little,actively_looking_into_it,STAY
zero,67023,227,14,496418,320,21,6,very_unsat,high,never_thought,STAY
one,47190,64,0,297516,247,3,15,sat,little,never_thought,LEAVE
zero,43738,176,45,955597,294,15,1,very_sat,very_little,considering,STAY
one,46099,192,38,785513,233,22,2,very_unsat,little,actively_looking_into_it,STAY
zero,60301,241,14,791614,330,23,6,avg,very_high,no,STAY
one,134928,55,22,221575,656,5,4,very_unsat,very_little,never_thought,LEAVE
one,48960,187,14,161765,168,17,4,very_unsat,very_little,considering,LEAVE
zero,29153,0,84,966233,362,0,2,very_unsat,high,actively_looking_into_it,STAY
zero,78648,236,0,368924,371,14,12,avg,little,considering,STAY
zero,28850,59,11,851182,201,4,4,very_unsat,little,actively_looking_into_it,STAY
zero,111403,57,0,286560,460,5,9,very_unsat,very_little,considering,STAY
one,40827,68,12,597798,138,5,5,avg,high,no,STAY
one,62288,0,0,306791,396,1,13,very_sat,little,actively_looking_into_it,STAY
zero,99457,51,72,222344,346,4,10,avg,very_high,considering,STAY
zero,77922,180,20,535844,231,28,4,very_unsat,very_little,never_thought,LEAVE
one,83368,0,11,366072,364,1,5,very_unsat,very_little,no,STAY
zero,28906,0,55,781040,195,1,1,very_sat,little,considering,STAY
zero,134748,57,75,434154,822,3,1,very_unsat,very_little,actively_looking_into_it,STAY
one,86585,128,0,858585,303,29,12,unsat,high,considering,STAY
zero,145022,178,0,930270,360,16,13,avg,little,considering,STAY
one,54995,33,0,723671,287,1,14,very_sat,high,considering,LEAVE
one,122659,213,18,239550,446,24,2,very_unsat,very_high,no,LEAVE
one,21352,0,0,202941,171,1,9,unsat,high,considering,LEAVE
one,41476,39,39,245860,243,4,1,very_sat,little,never_thought,LEAVE
one,154699,0,0,989213,845,0,13,unsat,little,actively_looking_into_it,STAY
zero,21744,40,0,158432,162,5,14,very_unsat,very_high,no,STAY
one,25075,25,56,603991,146,5,2,avg,very_high,no,STAY
zero,20312,38,24,897894,231,3,5,very_unsat,high,actively_looking_into_it,STAY
zero,107381,0,11,330967,674,1,6,very_sat,very_little,never_thought,STAY
one,43965,168,13,547590,142,14,6,very_unsat,high,actively_looking_into_it,LEAVE
one,38841,59,68,737175,233,4,1,unsat,little,considering,LEAVE
one,45238,237,76,983773,860,5,1,very_unsat,little,considering,STAY
one,133920,61,0,502662,689,4,8,very_unsat,very_high,no,STAY
one,93603,0,38,706378,264,0,2,sat,very_high,never_thought,STAY
one,107581,76,13,684982,887,27,1,very_sat,little,never_thought,STAY
zero,50668,0,10,965410,270,0,4,avg,little,never_thought,STAY
one,149370,70,7,200020,582,4,4,avg,little,actively_looking_into_it,STAY
one,139831,57,0,554163,506,4,13,sat,very_high,perhaps,STAY
zero,35136,0,16,473864,822,5,4,very_sat,little,actively_looking_into_it,STAY
one,22734,0,0,854882,171,1,8,avg,very_little,considering,STAY
zero,56678,0,0,851958,387,1,14,unsat,avg,no,STAY
zero,91155,43,0,252821,545,20,11,unsat,very_little,considering,STAY
zero,72491,218,0,773403,369,19,12,unsat,little,considering,STAY
