Name,Platform,Genre,Rating,Critic_Score,Critic_Count,User_Score,User_Count,Global_Sales
Exist Archive: The Other Side of the Sky,PS4,Role-Playing,T,69,13,78,16,0.04
Little Red Riding Hood's Zombie BBQ,DS,Shooter,T,68,15,72,8,0.04
Assassin's Creed Chronicles: China,PS4,Action,T,69,44,63,83,0.04
Ray Gigant,PSV,Role-Playing,T,72,14,80,25,0.04
Chaos Wars,PS2,Strategy,T,64,9,68,9,0.04
Steambot Chronicles,PS2,Role-Playing,T,74,35,81,17,0.04
Legasista,PS3,Role-Playing,T,68,13,62,15,0.04
Fatal Fury: Battle Archives Volume 1,PS2,Fighting,T,68,22,82,4,0.04
Stranger of Sword City,PSV,Role-Playing,T,71,24,79,30,0.04
Secret Files 2: Puritas Cordis,PC,Adventure,T,64,14,70,17,0.04
Monster Kingdom: Jewel Summoner,PSP,Role-Playing,T,66,25,67,6,0.04
World in Conflict,PC,Strategy,T,89,44,80,301,0.04
Tomb Raider: Anniversary,PC,Action,T,83,26,80,242,0.03
Infamous: First Light,PS4,Action,T,73,70,74,580,0.03
Bounty Hounds,PSP,Action,T,63,14,59,7,0.03
Silent Scope,GBA,Shooter,T,70,5,79,5,0.03
DarkStar One,PC,Simulation,T,71,33,71,54,0.03
Section 8,PC,Shooter,T,72,31,69,78,0.03
Planescape: Torment,PC,Role-Playing,T,91,22,91,813,0.03
Star Wars Jedi Knight: Jedi Academy,PC,Shooter,T,81,34,85,293,0.03
Battle Engine Aquila,PS2,Shooter,T,73,17,89,5,0.03
Crimson Tears,PS2,Role-Playing,T,62,30,77,4,0.03
Battle Assault 3 featuring Gundam Seed,PS2,Action,T,48,9,86,7,0.03
JoJo's Bizarre Adventure: Eyes of Heaven,PS4,Fighting,T,61,35,73,44,0.03
Rise of Nations: Rise of Legends,PC,Strategy,T,84,46,84,108,0.03
The Sum of All Fears,GC,Shooter,T,36,11,33,5,0.03
Apache: Air Assault,PC,Simulation,T,64,7,74,18,0.03
Prince of Persia: The Forgotten Sands,PC,Action,T,75,16,65,218,0.03
Overlord II,PC,Action,T,79,32,80,159,0.03
Jikandia: The Timeless Land,PSP,Role-Playing,T,60,5,71,5,0.03
Sorcery Saga: The Curse of the Great Curry God,PSV,Role-Playing,T,65,17,72,44,0.03
Combat Mission: Shock Force,PC,Strategy,T,62,15,32,86,0.03
Alter Ego,PC,Simulation,T,59,9,57,19,0.03
Darkstalkers Resurrection,PS3,Fighting,T,80,33,72,27,0.03
Transformers: Devastation,PC,Action,T,74,9,75,56,0.03
Neverwinter Nights,PC,Role-Playing,T,91,34,81,490,0.03
Guilty Gear XX Accent Core Plus,Wii,Fighting,T,76,10,72,9,0.03
Galleon: Islands of Mystery,XB,Action,T,67,40,69,10,0.03
Guild Wars,PC,Role-Playing,T,89,53,83,455,0.03
Take On Helicopters,PC,Simulation,T,70,10,66,28,0.03
S.L.A.I.: Steel Lancer Arena International,PS2,Simulation,T,66,16,77,10,0.03
Homeworld 2,PC,Strategy,T,83,31,82,128,0.03
Empire Earth II,PC,Strategy,T,79,39,70,89,0.03
Hot Pixel,PSP,Puzzle,T,55,35,64,6,0.03
Codename: Panzers Cold War,PC,Strategy,T,67,28,57,8,0.03
Star Wars: The Force Unleashed II,PC,Action,T,59,14,57,162,0.03
Culdcept,PS2,Strategy,T,78,26,88,9,0.03
Sins of a Solar Empire,PC,Strategy,T,87,52,81,275,0.03
007: Quantum of Solace,PC,Action,T,70,18,62,55,0.03
Metal Dungeon,XB,Role-Playing,T,44,14,71,5,0.03
Gekido Advance: Kintaro's Revenge,GBA,Action,T,70,7,69,4,0.03
Commander: Conquest of the Americas,PC,Strategy,T,68,16,51,19,0.03
Race Driver 2006,PSP,Racing,T,81,16,84,6,0.03
Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,Action,T,44,16,85,5,0.03
Superdimension Neptune vs Sega Hard Girls,PSV,Role-Playing,T,73,16,83,12,0.03
Spectral Souls: Resurrection of the Ethereal Empires,PSP,Role-Playing,T,47,27,81,12,0.03
Syberia II,XB,Adventure,T,71,7,86,6,0.03
Syberia,PC,Action,T,82,26,84,235,0.03
Jack Keane,PC,Adventure,T,69,25,69,21,0.03
Battle vs. Chess,PC,Misc,T,69,5,58,12,0.03
MechAssault: Phantom War,DS,Simulation,T,66,16,44,4,0.03
Cossacks: European Wars,PC,Strategy,T,74,16,85,60,0.03
Warship Gunner 2,PS2,Simulation,T,62,13,84,11,0.03
Battlefield Vietnam,PC,Shooter,T,84,48,74,133,0.03
Buffy the Vampire Slayer: Chaos Bleeds,GC,Action,T,75,18,89,9,0.03
Magicka,PC,Role-Playing,T,74,44,75,602,0.03
Baldur's Gate: Dark Alliance,GBA,Role-Playing,T,76,17,64,11,0.03
Guild Wars: Nightfall,PC,Role-Playing,T,84,30,86,104,0.03
Medal of Honor: Vanguard,PS2,Shooter,T,63,29,60,34,0.03
The Sims 2: Bon Voyage,PC,Simulation,T,74,9,72,24,0.03
Star Wars The Clone Wars: Republic Heroes,PC,Action,T,46,9,46,46,0.03
Aegis of Earth: Protonovus Assault,PS4,Action,T,57,11,77,9,0.03
Bully: Scholarship Edition,PC,Action,T,72,11,74,257,0.03
Metal Saga,PS2,Role-Playing,T,62,26,72,9,0.03
Battlefield 2142,PC,Shooter,T,80,48,67,326,0.03
Air Conflicts: Secret Wars,PC,Simulation,T,65,5,63,24,0.03
Lost Planet 2,PC,Shooter,T,63,15,62,87,0.03
X3: Terran Conflict,PC,Simulation,T,73,16,78,222,0.03
Agatha Christie's The ABC Murders,PS4,Adventure,T,67,17,61,12,0.03
Battlefield 1942,PC,Shooter,T,89,27,85,327,0.03
Battlestations: Pacific,PC,Strategy,T,74,31,83,46,0.03
The Lord of the Rings: Conquest,PC,Action,T,57,24,66,42,0.02
Stake: Fortune Fighters,XB,Fighting,T,26,8,36,6,0.02
Cold War,XB,Shooter,T,60,25,79,4,0.02
Steel Battalion: Line of Contact,XB,Simulation,T,70,19,79,8,0.02
Spy Hunter: Nowhere To Run,PS2,Racing,T,51,21,59,6,0.02
Final Fantasy XIV: Heavensward,PC,Action,T,86,14,76,255,0.02
Omega Quintet,PS4,Role-Playing,T,58,22,70,81,0.02
Neverwinter Nights 2,PC,Role-Playing,T,82,46,64,565,0.02
Star Wars: Empire at War - Forces of Corruption,PC,Strategy,T,75,25,85,79,0.02
Jurassic Park: Operation Genesis,PC,Simulation,T,72,15,86,55,0.02
Warhammer Online: Age of Reckoning,PC,Role-Playing,T,86,54,78,374,0.02
Capcom Digital Collection,X360,Action,T,65,11,52,4,0.02
ParaWorld,PC,Strategy,T,71,29,82,23,0.02
Rengoku II:  The Stairway To H.E.A.V.E.N.,PSP,Action,T,51,24,75,14,0.02
Demigod,PC,Strategy,T,76,50,78,183,0.02
Stronghold Crusader Extreme,PC,Strategy,T,45,11,67,45,0.02
Star Trek Online,PC,Role-Playing,T,66,34,61,694,0.02
Anima - Gate of Memories,PS4,Action,T,52,13,78,34,0.02
Tropico 4: Modern Times,PC,Strategy,T,78,11,79,58,0.02
ScrapLand,XB,Action,T,73,20,73,5,0.02
IL-2 Sturmovik: Forgotten Battles,PC,Simulation,T,86,12,85,38,0.02
Psycho-Pass: Mandatory Happiness,PSV,Adventure,T,64,11,72,10,0.02
Brandish: The Dark Revenant,PSP,Role-Playing,T,78,9,82,12,0.02
Falcon 4.0: Allied Force,PC,Simulation,T,90,7,85,37,0.02
Phoenix Wright: Ace Attorney Trilogy,3DS,Adventure,T,81,34,89,76,0.02
Street Fighter X Tekken,PC,Fighting,T,79,8,63,134,0.02
Frontlines: Fuel of War,PC,Shooter,T,73,19,68,171,0.02
Tom Clancy's EndWar,PC,Strategy,T,68,24,66,42,0.02
Eureka Seven Vol. 2: The New Vision,PS2,Shooter,T,40,17,69,5,0.02
Test Drive Unlimited,PC,Racing,T,79,18,80,124,0.02
Grey's Anatomy: The Video Game,PC,Adventure,T,36,4,38,20,0.02
Knight's Apprentice: Memorick's Adventures,XB,Action,T,53,11,44,8,0.02
Iron Phoenix,XB,Fighting,T,58,11,64,4,0.02
Overlord,PC,Strategy,T,81,27,80,220,0.02
The Lord of the Rings: The Battle for Middle-Earth II,PC,Strategy,T,84,36,74,366,0.02
XGRA: Extreme G Racing Association,GC,Racing,T,69,13,69,5,0.02
Order of War,PC,Strategy,T,69,39,72,73,0.02
The Fast and the Furious,PSP,Racing,T,58,7,52,6,0.02
Maximum Capacity: Hotel Giant,PC,Strategy,T,59,11,76,9,0.02
The Awakened Fate Ultimatum,PS3,Role-Playing,T,65,20,72,23,0.02
Spider-Man 3,PC,Platform,T,62,16,70,29,0.02
Spider-Man: Web of Shadows,PC,Action,T,52,11,77,57,0.02
The Lord of the Rings Online: Mines of Moria,PC,Role-Playing,T,85,24,81,99,0.02
XGRA: Extreme G Racing Association,XB,Racing,T,66,15,67,5,0.02
Lara Croft and the Temple of Osiris,PC,Action,T,73,17,53,52,0.02
Motocross Mania 3,XB,Racing,T,38,9,35,7,0.02
Blazing Angels: Squadrons of WWII,PC,Simulation,T,65,16,45,17,0.02
Dynasty Warriors 8: Empires,PSV,Action,T,70,15,73,9,0.02
Pump It Up: Exceed,XB,Misc,T,74,9,74,4,0.02
Battle Princess of Arcadias,PS3,Role-Playing,T,69,22,78,25,0.02
Digimon Rumble Arena 2,XB,Fighting,T,65,8,87,4,0.02
Ridge Racer Unbounded,PC,Racing,T,72,9,59,83,0.02
Hogs of War,PS,Strategy,T,62,10,87,31,0.02
Elven Legacy,PC,Strategy,T,71,27,70,38,0.02
Point Blank 3,PS,Shooter,T,78,5,83,5,0.02
Vietcong,PC,Shooter,T,74,22,86,76,0.02
Charlie's Angels,GC,Action,T,23,21,32,23,0.02
Guitar Hero III: Legends of Rock,PC,Misc,T,79,15,71,63,0.02
The Crew: Wild Run,XOne,Action,T,65,5,65,21,0.02
Marvel Avengers: Battle for Earth,X360,Action,T,62,11,72,12,0.02
Heroes of the Pacific,PC,Simulation,T,76,18,66,19,0.02
Broken Sword: The Sleeping Dragon,XB,Adventure,T,77,24,82,12,0.02
Tycoon City: New York,PC,Strategy,T,67,30,82,4,0.02
The Crew: Wild Run,PC,Action,T,74,6,73,41,0.02
WorldShift,PC,Strategy,T,63,9,80,8,0.02
Commandos 3: Destination Berlin,PC,Strategy,T,72,24,75,83,0.02
James Bond 007: Blood Stone,PC,Shooter,T,63,17,70,72,0.02
Emergency Mayhem,Wii,Racing,T,40,21,42,4,0.02
TMNT: Mutant Melee,XB,Fighting,T,43,13,47,5,0.02
Blood Bowl: Legendary Edition,PC,Sports,T,73,13,63,75,0.02
Virtua Quest,PS2,Role-Playing,T,53,17,75,5,0.02
Rogue Trooper,XB,Shooter,T,71,37,84,11,0.02
Tomb Raider: Legend,PC,Action,T,82,31,78,244,0.02
Raven Squad: Operation Hidden Dagger,PC,Shooter,T,39,11,30,61,0.02
Pirates: Legend of the Black Buccaneer,PS2,Adventure,T,42,4,69,5,0.02
East India Company,PC,Strategy,T,67,28,56,49,0.02
Goblin Commander: Unleash the Horde,GC,Strategy,T,71,19,77,6,0.02
Top Gear RPM Tuning,XB,Racing,T,45,10,74,4,0.02
Mark McMorris Infinite Air,PS4,Sports,T,49,15,59,29,0.02
Broken Sword 5: The Serpent's Curse,XOne,Adventure,T,77,12,71,11,0.02
Pirates of the Burning Sea,PC,Role-Playing,T,76,30,75,61,0.02
Army Men: Major Malfunction,XB,Shooter,T,36,6,39,5,0.02
Disciples III: Renaissance,PC,Strategy,T,56,36,53,105,0.02
Lost: Via Domus,PC,Action,T,52,22,59,38,0.02
Dark Void,PC,Action,T,57,22,50,67,0.02
Stronghold Legends,PC,Strategy,T,57,19,71,44,0.02
Majesty 2: The Fantasy Kingdom Sim,PC,Simulation,T,72,31,72,129,0.02
Syberia II,PC,Adventure,T,80,23,82,150,0.02
A Vampyre Story,PC,Adventure,T,75,33,84,25,0.02
Enemy Territory: Quake Wars,PC,Shooter,T,84,55,82,231,0.02
Evil Genius,PC,Strategy,T,75,51,82,106,0.02
Blackthorne,GBA,Action,T,67,10,75,5,0.01
Contrast,PC,Platform,T,62,24,76,169,0.01
Sengoku,PC,Strategy,T,70,13,67,86,0.01
Guild Wars: Factions,PC,Role-Playing,T,84,39,84,128,0.01
Codename: Panzers Phase Two,PC,Strategy,T,80,36,80,15,0.01
Aquaman: Battle for Atlantis,XB,Action,T,26,13,26,15,0.01
Neverwinter Nights 2: Mask of the Betrayer,PC,Role-Playing,T,82,25,87,182,0.01
LifeSigns: Surgical Unit,DS,Simulation,T,61,17,77,5,0.01
Aeon Flux,XB,Action,T,69,27,29,4,0.01
Impossible Creatures,PC,Strategy,T,72,30,79,39,0.01
IL-2 Sturmovik,PC,Simulation,T,91,12,87,130,0.01
Theatre Of War,PC,Strategy,T,66,13,61,21,0.01
htoL#NiQ: The Firefly Diary,PSV,Platform,T,58,16,76,23,0.01
Sherlock Holmes: The Devil's Daughter,PC,Adventure,T,65,18,72,72,0.01
Metal Slug Anthology,PS2,Shooter,T,80,20,80,16,0.01
BattleForge,PC,Strategy,T,75,37,69,112,0.01
Marvel: Ultimate Alliance,PC,Role-Playing,T,82,22,79,52,0.01
Aquaman: Battle for Atlantis,GC,Action,T,27,9,30,19,0.01
Goat Simulator,XOne,Simulation,T,53,15,62,63,0.01
Freaky Flyers,GC,Racing,T,69,14,64,6,0.01
FlatOut: Ultimate Carnage,PC,Racing,T,79,16,76,127,0.01
Battlestations: Midway,PC,Strategy,T,76,20,72,46,0.01
Powerdrome,XB,Racing,T,69,12,69,9,0.01
Fullmetal Alchemist: Trading Card Game,DS,Misc,T,61,7,74,4,0.01
Darkened Skye,GC,Adventure,T,61,12,63,7,0.01
Juiced 2: Hot Import Nights,PC,Racing,T,61,6,49,42,0.01
Dungeon Explorer: Warriors of Ancient Arts,PSP,Role-Playing,T,56,13,54,4,0.01
Sherlock Holmes: The Devil's Daughter,PS4,Adventure,T,70,27,67,64,0.01
Virtua Quest,GC,Role-Playing,T,55,19,54,12,0.01
Icewind Dale II,PC,Role-Playing,T,83,22,82,147,0.01
Dungeons 2,PS4,Role-Playing,T,61,9,78,14,0.01
Hoshigami: Ruining Blue Earth Remix,DS,Role-Playing,T,55,13,78,11,0.01
Wade Hixton's Counter Punch,GBA,Sports,T,78,13,94,4,0.01
King's Bounty: Armored Princess,PC,Role-Playing,T,82,25,85,158,0.01
Transformers: Fall of Cybertron,PC,Action,T,78,13,78,121,0.01
Dragon Ball Z for Kinect,X360,Fighting,T,49,32,20,39,0.01
Breach,PC,Shooter,T,61,12,57,43,0.01
Crash Bandicoot 3: Warped,PS,Platform,E,91,12,88,432,7.13
Mario Kart 8,WiiU,Racing,E,88,82,90,1599,7.09
Need for Speed Underground 2,PS2,Racing,E,82,39,85,132,6.9
Big Brain Academy,DS,Misc,E,74,45,73,27,6.62
FIFA 14,PS3,Sports,E,86,37,42,576,6.47
Donkey Kong Country Returns,Wii,Platform,E,87,77,85,368,6.44
Pok̩mon Emerald Version,GBA,Role-Playing,E,76,28,89,222,6.41
Kingdom Hearts,PS2,Role-Playing,E,85,46,87,597,6.4
Super Mario Sunshine,GC,Platform,E,92,61,85,439,6.31
FIFA 15,PS4,Sports,E,82,47,56,988,6.08
LittleBigPlanet,PS3,Platform,E,95,85,67,5311,5.82
Cooking Mama,DS,Simulation,E,67,35,71,21,5.63
Forza Motorsport 3,X360,Racing,E,92,90,79,516,5.49
Super Mario Advance,GBA,Platform,E,84,19,77,41,5.49
Mario Kart: Super Circuit,GBA,Racing,E,93,24,82,108,5.47
Crash Bandicoot: The Wrath of Cortex,PS2,Platform,E,66,22,70,156,5.42
Madden NFL 2004,PS2,Sports,E,94,29,84,140,5.23
New Super Mario Bros. U,WiiU,Platform,E,84,70,80,733,5.22
Professor Layton and the Curious Village,DS,Puzzle,E,85,72,85,147,5.19
FIFA Soccer 13,X360,Action,E,90,48,60,403,5.16
The Legend of Zelda: Phantom Hourglass,DS,Action,E,90,57,79,416,5.08
FIFA Soccer 11,PS3,Sports,E,89,51,79,233,5.07
Madden NFL 06,PS2,Sports,E,88,29,79,121,4.91
Crash Team Racing,PS,Racing,E,88,20,89,233,4.79
LEGO Star Wars: The Complete Saga,DS,Action,E,80,9,53,46,4.76
Animal Crossing: City Folk,Wii,Simulation,E,73,50,75,119,4.62
The Legend of Zelda: The Wind Waker,GC,Action,E,96,80,88,968,4.6
Luigi's Mansion: Dark Moon,3DS,Action,E,86,74,83,458,4.59
Forza Motorsport 4,X360,Racing,E,91,83,81,617,4.57
Madden NFL 2005,PS2,Sports,E,91,30,78,78,4.53
Madden NFL 07,PS2,Sports,E,84,29,81,39,4.49
Spider-Man: The Movie,PS2,Action,E,76,25,78,41,4.48
Winning Eleven: Pro Evolution Soccer 2007,PS2,Sports,E,86,19,88,33,4.39
Super Mario 3D World,WiiU,Platform,E,93,83,89,1607,4.32
Namco Museum,GBA,Misc,E,79,10,72,6,4.24
FIFA 14,X360,Sports,E,84,41,41,435,4.22
FIFA Soccer 06,PS2,Sports,E,80,32,77,47,4.21
EyeToy Play,PS2,Misc,E,80,32,74,22,4.2
Gran Turismo 5 Prologue,PS3,Racing,E,80,67,70,120,4.19
Madden NFL 2003,PS2,Sports,E,95,25,76,65,4.14
Forza Motorsport 2,X360,Racing,E,90,66,82,381,4.05
Carnival Games,Wii,Misc,E,56,27,59,44,4.05
EA Sports Active,Wii,Sports,E,81,27,86,39,3.9
World Soccer Winning Eleven 8 International,PS2,Sports,E,91,26,90,38,3.85
Flash Focus: Vision Training in Minutes a Day,DS,Misc,E,59,22,39,4,3.83
Big Brain Academy: Wii Degree,Wii,Misc,E,68,33,68,39,3.79
Harry Potter and the Sorcerer's Stone,PS,Action,E,64,11,74,41,3.73
Super Paper Mario,Wii,Platform,E,85,56,78,417,3.71
Spyro: Year of the Dragon,PS,Platform,E,91,15,87,207,3.71
FIFA Soccer 2005,PS2,Sports,E,81,27,75,56,3.7
MySims,DS,Simulation,E,67,15,72,13,3.66
Jak and Daxter: The Precursor Legacy,PS2,Platform,E,90,35,86,312,3.64
Pro Evolution Soccer 2008,PS2,Sports,E,82,10,78,38,3.63
FIFA Soccer 10,PS3,Sports,E,91,56,75,203,3.62
Luigi's Mansion,GC,Action,E,78,34,84,161,3.6
Cooking Mama 2: Dinner With Friends,DS,Simulation,E,70,39,79,9,3.58
FIFA Soccer 11,X360,Sports,E,88,66,74,155,3.52
FIFA Soccer 2004,PS2,Sports,E,84,20,63,76,3.49
Clubhouse Games,DS,Misc,E,83,30,83,28,3.45
FIFA Soccer 2003,PS2,Sports,E,88,15,66,35,3.4
LittleBigPlanet 2,PS3,Platform,E,91,86,83,657,3.39
Crash Bash,PS,Misc,E,68,12,81,99,3.39
FIFA 16,XOne,Sports,E,84,45,43,459,3.25
Wii Music,Wii,Misc,E,63,43,45,116,3.25
Madden NFL 16,PS4,Sports,E,83,37,58,180,3.24
Gran Turismo 6,PS3,Racing,E,81,81,76,758,3.23
Super Mario Maker,WiiU,Platform,E,88,85,86,691,3.21
Ace Combat 04: Shattered Skies,PS2,Simulation,E,89,22,90,95,3.17
Animal Crossing,GC,Simulation,E,87,42,88,137,3.15
FIFA Soccer 08,PS2,Sports,E,83,12,64,36,3.14
Spider-Man,PS,Action,E,87,19,89,107,3.13
Mario Party 9,Wii,Misc,E,73,45,67,155,3.13
Sonic Rush,DS,Platform,E,82,43,84,101,3.12
Rhythm Heaven,DS,Misc,E,83,48,89,63,3.11
Personal Trainer: Cooking,DS,Misc,E,81,12,77,10,3.11
The Legend of Zelda: A Link Between Worlds,3DS,Action,E,91,81,88,1057,3.1
Madden NFL 2002,PS2,Sports,E,94,23,78,46,3.08
Animal Crossing: Happy Home Designer,3DS,Simulation,E,66,60,68,106,3.05
FIFA 14,PS4,Sports,E,87,26,62,616,3.01
Epic Mickey,Wii,Platform,E,73,78,69,131,3
NBA 2K13,X360,Sports,E,88,41,71,131,3
World Soccer Winning Eleven 6 International,PS2,Sports,E,93,24,90,65,2.99
Sonic Heroes,PS2,Platform,E,64,29,77,94,2.96
Pac-Man Collection,GBA,Puzzle,E,79,13,77,4,2.94
Kirby Super Star Ultra,DS,Platform,E,76,40,87,76,2.92
Sonic Mega Collection Plus,PS2,Misc,E,73,21,85,30,2.9
World Soccer Winning Eleven 7 International,PS2,Sports,E,93,28,89,45,2.9
Hot Shots Golf 3,PS2,Sports,E,85,30,88,16,2.89
Cooking Mama: Cook Off,Wii,Simulation,E,61,37,52,23,2.89
Madden NFL 13,X360,Sports,E,81,36,57,179,2.86
Madden NFL 10,X360,Sports,E,85,58,60,90,2.83
NBA Street,PS2,Sports,E,89,22,85,39,2.79
Yoshi's Island DS,DS,Platform,E,81,42,73,67,2.76
Sonic and the Secret Rings,Wii,Platform,E,69,44,65,174,2.73
The Legend of Zelda: A Link to the Past,GBA,Action,E,95,30,90,314,2.7
Madden NFL 12,X360,Sports,E,78,55,58,94,2.69
Madden NFL 11,X360,Sports,E,84,47,56,120,2.69
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,Puzzle,E,79,51,76,18,2.67
FIFA 17,XOne,Sports,E,84,50,54,201,2.65
Need for Speed: Shift,PS3,Racing,E,84,55,68,113,2.65
ESPN NFL 2K5,PS2,Sports,E,90,37,81,84,2.62
NBA 2K12,X360,Sports,E,90,42,76,134,2.62
FIFA Soccer 10,X360,Sports,E,90,63,74,133,2.62
Harry Potter and the Chamber of Secrets,PS2,Action,E,71,16,75,49,2.61
NBA Live 2005,PS2,Sports,E,84,21,80,44,2.59
FIFA Soccer 09,PS3,Sports,E,87,42,74,108,2.58
Style Savvy,DS,Simulation,E,73,4,76,7,2.58
Madden NFL 08,PS2,Sports,E,78,11,77,17,2.57
Sonic Adventure 2 Battle,GC,Platform,E,73,28,82,179,2.56
Madden NFL 13,PS3,Sports,E,83,22,54,101,2.56
Pok̩mon Colosseum,GC,Role-Playing,E,73,37,79,89,2.54
Madden NFL 09,X360,Sports,E,83,50,69,125,2.53
Art Academy,DS,Misc,E,75,15,79,5,2.52
NBA 2K14,X360,Sports,E,87,23,48,150,2.52
Deca Sports,Wii,Sports,E,50,23,53,16,2.5
Game Party,Wii,Misc,E,25,8,42,26,2.48
Mario Party 4,GC,Misc,E,70,26,73,74,2.47
Pure,X360,Racing,E,85,55,76,83,2.47
NBA 2K13,PS3,Sports,E,90,26,79,99,2.47
NBA 2K15,PS4,Sports,E,83,50,69,291,2.45
Madden NFL 16,XOne,Sports,E,84,23,60,124,2.42
pro evolution soccer 2011,PS3,Sports,E,77,40,67,85,2.41
ATV Offroad Fury,PS2,Racing,E,82,16,83,53,2.41
Madden NFL 11,PS3,Sports,E,83,36,60,68,2.38
Madden NFL 08,X360,Sports,E,85,46,63,108,2.37
Zumba Fitness,X360,Sports,E,42,10,54,16,2.37
Madden NFL 10,PS3,Sports,E,85,41,67,58,2.37
Kinect Sports: Season Two,X360,Sports,E,66,46,64,39,2.34
Need For Speed: High Stakes,PS,Racing,E,86,14,84,28,2.31
Paper Mario: Sticker Star,3DS,Role-Playing,E,75,69,55,382,2.3
Need for Speed Underground 2,XB,Racing,E,77,35,86,27,2.28
Pro Evolution Soccer 2010,PS3,Sports,E,78,42,66,76,2.28
FIFA Soccer 09,PS2,Sports,E,82,8,68,20,2.28
Pokemon Ranger: Shadows of Almia,DS,Role-Playing,E,68,24,81,27,2.28
Kirby: Nightmare in Dream Land,GBA,Platform,E,81,24,88,54,2.27
Wario Land 4,GBA,Platform,E,88,17,88,42,2.26
Paper Mario: The Thousand-Year Door,GC,Role-Playing,E,87,55,93,306,2.25
Madden NFL 12,PS3,Sports,E,79,31,54,56,2.25
Sonic Advance,GBA,Platform,E,87,22,80,48,2.24
Super Monkey Ball: Banana Blitz,Wii,Misc,E,74,53,56,72,2.24
New Super Luigi U,WiiU,Platform,E,77,59,78,288,2.24
Spyro: Season of Ice,GBA,Platform,E,74,16,79,13,2.23
Madden NFL 25,X360,Sports,E,80,32,55,136,2.23
Forza Motorsport 5,XOne,Racing,E,79,76,58,1095,2.2
LEGO Indiana Jones: The Original Adventures,DS,Action,E,80,15,78,16,2.2
Madden NFL 15,PS4,Sports,E,81,37,60,208,2.19
Pro Evolution Soccer 2012,PS3,Action,E,80,41,65,132,2.19
ATV Offroad Fury 2,PS2,Racing,E,82,26,88,28,2.18
FIFA 15,XOne,Sports,E,82,33,53,347,2.18
Pokemon Ranger,DS,Role-Playing,E,69,21,75,50,2.15
Dance Dance Revolution Extreme,PS2,Simulation,E,77,26,89,20,2.13
Final Fantasy Tactics Advance,GBA,Role-Playing,E,87,44,77,212,2.13
Your Shape featuring Jenny McCarthy,Wii,Sports,E,62,5,51,54,2.12
Project Gotham Racing,XB,Racing,E,85,35,81,28,2.12
NBA 2K12,PS3,Sports,E,90,38,66,127,2.11
Need for Speed: Hot Pursuit 2,PS2,Racing,E,89,31,84,92,2.11
NBA 2K14,PS3,Sports,E,84,26,48,142,2.11
Tetris DS,DS,Puzzle,E,84,56,86,44,2.1
NBA 2K11,X360,Action,E,89,50,80,100,2.09
Tetris Worlds,PS2,Puzzle,E,44,7,61,11,2.08
Mario Party 5,GC,Misc,E,69,33,81,57,2.08
Mario Sports Mix,Wii,Sports,E,64,54,70,34,2.08
The Sims 2: Pets,DS,Simulation,E,49,5,51,24,2.07
DriveClub,PS4,Racing,E,71,85,60,1571,2.07
Sonic Mega Collection,GC,Misc,E,75,26,87,41,2.05
Donkey Kong Country,GBA,Platform,E,78,26,88,53,2.04
Carnival Games,DS,Misc,E,48,11,32,4,2.03
NBA Live 2004,PS2,Sports,E,86,19,76,41,2.03
Pok̩mon Mystery Dungeon: Blue Rescue Team,DS,Role-Playing,E,62,34,80,97,2.02
Harry Potter and the Chamber of Secrets,GBA,Action,E,76,11,78,14,1.99
Spyro: Enter the Dragonfly,PS2,Platform,E,56,20,40,95,1.97
Crash Nitro Kart,PS2,Racing,E,69,24,76,59,1.95
NBA Street Vol. 2,PS2,Sports,E,90,31,87,70,1.95
Kirby Squeak Squad,DS,Platform,E,71,29,80,41,1.94
FIFA Soccer 09,X360,Sports,E,87,51,79,106,1.94
Mario Party: Island Tour,3DS,Misc,E,57,47,62,117,1.92
MX Unleashed,PS2,Racing,E,80,18,91,46,1.92
Need for Speed: Shift,X360,Racing,E,83,75,64,134,1.91
LittleBigPlanet 3,PS4,Platform,E,79,78,70,506,1.91
Mario Super Sluggers,Wii,Sports,E,69,31,77,58,1.89
Monopoly,Wii,Misc,E,70,11,77,17,1.89
Madden NFL 09,PS3,Sports,E,85,38,43,132,1.88
Game Party 2,Wii,Misc,E,29,7,45,7,1.88
NBA 2K17,PS4,Sports,E,88,47,66,162,1.88
Toy Story Mania!,Wii,Misc,E,49,15,65,13,1.88
Madden NFL 25,PS3,Sports,E,76,19,40,91,1.87
Madden NFL 06,XB,Sports,E,86,39,66,41,1.86
Shrek 2,PS2,Platform,E,71,32,84,24,1.86
NBA Live 2002,PS2,Sports,E,70,16,73,8,1.86
Kingdom Hearts: Chain of Memories,GBA,Role-Playing,E,76,37,78,84,1.85
Phineas and Ferb,DS,Action,E,80,4,44,8,1.84
NCAA Football 06,PS2,Sports,E,87,25,84,36,1.84
Kirby: Triple Deluxe,3DS,Platform,E,80,68,87,206,1.83
Sonic Classic Collection,DS,Platform,E,70,24,74,28,1.83
Namco Museum,PS2,Misc,E,72,9,59,5,1.82
DDRMAX2: Dance Dance Revolution,PS2,Simulation,E,82,27,81,11,1.81
Sly 2: Band of Thieves,PS2,Platform,E,88,64,89,178,1.81
Sonic Advance 2,GBA,Platform,E,83,23,82,46,1.8
Madden NFL 07,X360,Sports,E,80,54,59,148,1.8
